Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),Species (veterinary),Patient safety,ATC code (human),ATCvet code (veterinary),Pharmacotherapeutic group (human),Pharmacotherapeutic group (veterinary),Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic or hybrid,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,Tagrisso,EMEA/H/C/004124,Authorised,,II/0056,osimertinib,osimertinib mesilate,"Carcinoma, Non-Small-Cell Lung",,No,L01XE,,Other antineoplastic agents;Protein kinase inhibitors,,"TAGRISSO as monotherapy is indicated for:  the adjuvant treatment after complete tumour resection in adult patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations (see section 5.1). the treatment of adult patients with locally advanced, unresectable NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations and whose disease has not progressed during or following platinum‑based chemoradiation therapy. the first-line treatment of adult patients with locally advanced or metastatic NSCLC with activating EGFR mutations. the treatment of adult patients with locally advanced or metastatic EGFR T790M mutation-positive NSCLC.  TAGRISSO is indicated in combination with:  pemetrexed and platinum-based chemotherapy for the first-line treatment of adult patients with advanced NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations.",Yes,No,No,No,No,No,No,No,No,AstraZeneca AB,19/12/2024,,,17/12/2015,,01/02/2016,,,,22,31/08/2018,09/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/tagrisso
Human,Fluad Tetra,EMEA/H/C/004993,Authorised,,R/0055,"influenza vaccine (surface antigen, inactivated, adjuvanted)","A/Victoria/4897/2022 (H1N1)pdm09-like strain (A/Victoria/4897/2022, IVR-238) /  A/Thailand/8/2022 (H3N2)-like strain (A/Thailand/8/2022 IVR-237) /  B/Austria/1359417/2021-like strain (B/Austria/1359417/2021, BVR-26) /  B/Phuket/3073/2013-like strain (B/Phuket/3073/2013, BVR-1B) influenza virus","Influenza, Human",,No,J07BB02,,Vaccines,,Prophylaxis of influenza in adults 50 years of age and older. Fluad Tetra should be used in accordance with official recommendations.,No,No,No,No,No,No,No,No,No,Seqirus Netherlands B.V.,19/12/2024,,,26/03/2020,,20/05/2020,,,,10,29/05/2020,09/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/fluad-tetra
Human,GONAL-f,EMEA/H/C/000071,Authorised,,IB/0176/G,follitropin alfa,follitropin alfa,"Anovulation;Reproductive Techniques, Assisted;Infertility, Female;Hypogonadism",,No,G03GA05,,Sex hormones and modulators of the genital system,,"Anovulation (including polycystic ovarian disease, PCOD) in women who have been unresponsive to treatment with clomiphene citrate. Stimulation of multifollicular development in patients undergoing superovulation for assisted reproductive technologies (ART) such as in-vitro fertilisation (IVF), gamete intra-fallopian transfer (GIFT) and zygote intra-fallopian transfer (ZIFT). GONAL-f in association with a luteinising hormone (LH) preparation is recommended for the stimulation of follicular development in women with severe LH and FSH deficiency. In clinical trials these patients were defined by an endogenous serum LH level &lt;1.2 IU/l. GONAL-f is indicated for the stimulation of spermatogenesis in men who have congenital or acquired hypogonadotrophic hypogonadism with concomitant human chorionic gonadotrophin (hCG) therapy.",No,No,No,No,No,No,No,No,No,Merck Europe B.V.,06/01/2025,,,,,20/10/1995,,,,27,03/08/2018,09/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/gonal-f
Human,Darunavir Viatris (previously Darunavir Mylan),EMEA/H/C/004068,Authorised,,T/0000178554,darunavir,darunavir,HIV Infections,,No,J05AE10,,Antivirals for systemic use,,"Darunavir, co-administered with low dose ritonavir is indicated in combination with other antiretroviral medicinal products for the treatment of patients with human immunodeficiency virus (HIV-1) infection (see section 4.2). Darunavir Viatris 75 mg, 150 mg, 300 mg and 600 mg tablets may be used to provide suitable dose regimens (see section 4.2):  For the treatment of HIV-1 infection in antiretroviral treatment (ART)-experienced adult patients, including those that have been highly pre-treated. For the treatment of HIV-1 infection in paediatric patients from the age of 3 years and at least 15 kg body weight.  In deciding to initiate treatment with darunavir co-administered with low dose ritonavir, careful consideration should be given to the treatment history of the individual patient and the patterns of mutations associated with different agents. Genotypic or phenotypic testing (when available) and treatment history should guide the use of darunavir (see sections 4.2, 4.4 and 5.1). Darunavir co-administered with low dose ritonavir is indicated in combination with other antiretroviral medicinal products for the treatment of patients with human immunodeficiency virus (HIV-1) infection.&nbsp; Darunavir co-administered with cobicistat is indicated in combination with other antiretroviral medicinal products for the treatment of human immunodeficiency virus (HIV-1) infection in adults and adolescents (aged 12 years and older, weighing at least 40 kg) (see section 4.2).&nbsp; Darunavir Viatris 400 mg and 800 mg tablets may be used to provide suitable dose regimens for the treatment of HIV-1 infection in adult and paediatric patients from the age of 3 years and at least 40 kg body weight who are:&nbsp;  antiretroviral therapy (ART)-naïve (see section 4.2).&nbsp; ART-experienced with no darunavir resistance associated mutations (DRV-RAMs) and who have plasma HIV-1 RNA &lt; 100,000 copies/ml and CD4+ cell count ? 100 cells x 10?/L. In deciding to initiate treatment with darunavir in such ART-experienced patients, genotypic testing should guide the use of darunavir (see sections 4.2, 4.3, 4.4 and 5.1).",No,No,No,No,No,No,Yes,No,No,Viatris Limited,05/07/2024,,,14/09/2016,,03/01/2017,,,,15,12/07/2018,08/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/darunavir-viatris
Human,Renvela,EMEA/H/C/000993,Authorised,,T/0066,sevelamer carbonate,sevelamer carbonate,Hyperphosphatemia;Renal Dialysis,,No,V03AE02,,All other therapeutic products,,"Renvela is indicated for the control of hyperphosphataemia in adult patients receiving haemodialysis or peritoneal dialysis. Renvela is also indicated for the control of hyperphosphataemia in adult patients with chronic kidney disease not on dialysis with serum phosphorus ? 1.78 mmol/l. Renvela should be used within the context of a multiple therapeutic approach, which could include calcium supplement, 1,25-dihydroxy vitamin D3 or one of its analogues to control the development of renal bone disease.",No,No,No,No,No,No,No,No,No,Sanofi Winthrop Industrie,19/12/2024,,,19/03/2009,,09/06/2009,,,,29,22/02/2018,08/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/renvela
Human,Rasagiline Viatris (previously Rasagiline Mylan),EMEA/H/C/004064,Authorised,,T-0000179065,rasagiline,rasagiline tartrate,Parkinson Disease,,No,N04BD02,,Anti-Parkinson drugs,,Rasagiline Viatris is indicated for the treatment of idiopathic Parkinson’s disease (PD) as monotherapy (without levodopa) or as adjunct therapy (with levodopa) in patients with end of dose fluctuations.,No,No,No,No,No,No,Yes,No,No,Viatris Limited,29/07/2024,,,28/01/2016,,04/04/2016,,,,10,18/05/2016,08/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-viatris
Human,DuoTrav,EMEA/H/C/000665,Authorised,,IAIN/0069/G,travoprost;timolol,travoprost;timolol,"Glaucoma, Open-Angle;Ocular Hypertension",,No,S01ED51,,Ophthalmologicals,,Decrease of intraocular pressure (IOP) in adult patients with open-angle glaucoma or ocular hypertension who are insufficiently responsive to topical beta-blockers or prostaglandin analogues.,No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,18/12/2024,,,23/02/2006,,23/04/2006,,,,19,15/02/2018,07/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/duotrav
Human,Aimovig,EMEA/H/C/004447,Authorised,,IAIN/0034/G,erenumab,erenumab,Migraine Disorders,,No,N02CD01,,Analgesics,,Aimovig is indicated for prophylaxis of migraine in adults who have at least 4 migraine days per month when initiating treatment with Aimovig.,No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,19/12/2024,,,01/06/2018,,26/07/2018,,,,12,26/07/2018,07/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/aimovig
Human,Ontruzant,EMEA/H/C/004323,Authorised,,N/0053,trastuzumab,trastuzumab,Stomach Neoplasms;Breast Neoplasms,,No,L01FD01,,Antineoplastic agents,,"Breast cancer Metastatic breast cancer Ontruzant is indicated for the treatment of adult patients with HER2 positive metastatic breast cancer (MBC):  as monotherapy for the treatment of those patients who have received at least two chemotherapy regimens for their metastatic disease. Prior chemotherapy must have included at least an anthracycline and a taxane unless patients are unsuitable for these treatments. Hormone receptor positive patients must also have failed hormonal therapy, unless patients are unsuitable for these treatments. in combination with paclitaxel for the treatment of those patients who have not received chemotherapy for their metastatic disease and for whom an anthracycline is not suitable. in combination with docetaxel for the treatment of those patients who have not received chemotherapy for their metastatic disease. in combination with an aromatase inhibitor for the treatment of postmenopausal patients with hormone-receptor positive MBC, not previously treated with trastuzumab.  Early breast cancer  Ontruzant is indicated for the treatment of adult patients with HER2 positive early breast cancer (EBC) following surgery, chemotherapy (neoadjuvant or adjuvant) and radiotherapy (if applicable). following adjuvant chemotherapy with doxorubicin and cyclophosphamide, in combination with paclitaxel or docetaxel. in combination with adjuvant chemotherapy consisting of docetaxel and carboplatin. in combination with neoadjuvant chemotherapy followed by adjuvant Ontruzant therapy, for locally advanced (including inflammatory) disease or tumours &gt;2 cm in diameter. Ontruzant should only be used in patients with metastatic or early breast cancer whose tumours have either HER2 overexpression or HER2 gene amplification as determined by an accurate and validated assay.  Metastatic gastric cancer Ontruzant in combination with capecitabine or 5?fluorouracil and cisplatin is indicated for the treatment of adult patients with HER2 positive metastatic adenocarcinoma of the stomach or gastro-oesophageal junction who have not received prior anti-cancer treatment for their metastatic disease. Ontruzant should only be used in patients with metastatic gastric cancer (MGC) whose tumours have HER2 overexpression as defined by IHC2+ and a confirmatory SISH or FISH result, or by an IHC 3+ result. Accurate and validated assay methods should be used.",No,No,No,Yes,No,No,No,No,No,Samsung Bioepis NL B.V.,11/12/2024,,,14/09/2017,,15/11/2017,,,,15,13/08/2018,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/ontruzant
Human,Abiraterone Mylan,EMEA/H/C/005368,Authorised,,T/0011,abiraterone acetate,abiraterone acetate,Prostatic Neoplasms,,No,L02BX03,,Endocrine therapy;Other hormone antagonists and related agents,,Abiraterone Mylan is indicated with prednisone or prednisolone for:  the treatment of newly diagnosed high risk metastatic hormone sensitive prostate cancer (mHSPC) in adult men in combination with androgen deprivation therapy (ADT). the treatment of metastatic castration resistant prostate cancer (mCRPC) in adult men who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated. the treatment of mCRPC in adult men whose disease has progressed on or after a docetaxel based chemotherapy regimen.,No,No,No,No,No,No,Yes,No,No,Mylan Pharmaceuticals Limited,12/12/2024,,,24/06/2021,,20/08/2021,,,,6,26/08/2021,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/abiraterone-mylan
Human,Inbrija,EMEA/H/C/004786,Authorised,,N/0024,levodopa,levodopa,Parkinson Disease,,No,N04BA01,,Anti-Parkinson drugs,,Inbrija is indicated for the intermittent treatment of episodic motor fluctuations (OFF episodes) in adult patients with Parkinson’s disease (PD) treated with a levodopa/dopa-decarboxylase inhibitor.,No,No,No,No,No,No,No,No,No,Acorda Therapeutics Ireland Limited,18/12/2024,,,25/07/2019,,19/09/2019,,,,6,30/09/2019,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/inbrija
Human,Votrient,EMEA/H/C/001141,Authorised,,IAIN/0081/G,pazopanib,pazopanib,"Carcinoma, Renal Cell",,No,L01XE11,,Antineoplastic agents,,Renal-cell carcinoma (RCC) Votrient is indicated in adults for the first-line treatment of advanced renal-cell carcinoma (RCC) and for patients who have received prior cytokine therapy for advanced disease. Soft-tissue sarcoma (STS) Votrient is indicated for the treatment of adult patients with selective subtypes of advanced soft-tissue sarcoma (STS) who have received prior chemotherapy for metastatic disease or who have progressed within 12 months after (neo)adjuvant therapy. Efficacy and safety have only been established in certain STS histological tumour subtypes.,No,No,No,No,No,No,No,No,No,Novartis Europharm Limited ,18/12/2024,,,14/06/2010,,14/06/2010,,,,33,08/05/2018,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/votrient
Human,Pomalidomide Viatris,EMEA/H/C/006195,Authorised,,N/0002,pomalidomide,Pomalidomide,Multiple Myeloma,,No,L04AX06,,Immunosuppressants,,"Pomalidomide Viatris in combination with bortezomib and dexamethasone is indicated in the treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide.Pomalidomide Viatris in combination with dexamethasone is indicated in the treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",No,No,No,No,No,No,Yes,No,No,Viatris Limited,16/12/2024,,,14/12/2023,,16/02/2024,,,,1,15/12/2023,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/pomalidomide-viatris
Human,Tecfidera,EMEA/H/C/002601,Authorised,,IA/0088,dimethyl fumarate,,Multiple Sclerosis,,No,L04AX07,,Immunosuppressants,,Tecfidera is indicated for the treatment of adult and paediatric patients aged 13 years and older with relapsing remitting multiple sclerosis (RRMS).,No,No,No,No,No,No,No,No,No,Biogen Netherlands B.V.,18/12/2024,,,21/03/2013,,30/01/2014,,,,32,09/11/2017,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/tecfidera
Human,Azopt,EMEA/H/C/000267,Authorised,,IAIN/0080/G,brinzolamide,brinzolamide,"Glaucoma, Open-Angle;Ocular Hypertension",,No,S01EC04,,Ophthalmologicals,,"Azopt is indicated to decrease elevated intraocular pressure in:  ocular hypertension; open-angle glaucomaas monotherapy in adult patients unresponsive to beta-blockers or in adult patients in whom beta-blockers are contraindicated, or as adjunctive therapy to beta-blockers or prostaglandin analogues.",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,18/12/2024,,,,,09/03/2000,,,,29,22/06/2018,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/azopt
Human,Zokinvy,EMEA/H/C/005271,Authorised,,T/0011,lonafarnib,Lonafarnib,Progeria;Laminopathies,,No,,,Other alimentary tract and metabolism products,,Zokinvy is indicated for the treatment of patients 12 months of age and older with a genetically confirmed diagnosis of Hutchinson-Gilford progeria syndrome or a processing-deficient progeroid laminopathy associated with either a heterozygous LMNA mutation with progerin-like protein accumulation or a homozygous or compound heterozygous ZMPSTE24 mutation.,No,Yes,No,No,No,Yes,No,Yes,No,TMC Pharma (EU) Limited,21/10/2024,,,19/05/2022,,18/07/2022,,,,3,01/08/2022,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/zokinvy
Human,Stalevo,EMEA/H/C/000511,Authorised,,N/0102,levodopa;carbidopa;entacapone,levodopa;carbidopa;entacapone,Parkinson Disease,,No,N04BA03,,Anti-Parkinson drugs,,Stalevo is indicated for the treatment of adult patients with Parkinson's disease and end-of-dose motor fluctuations not stabilised on levodopa / dopa-decarboxylase (DDC)-inhibitor treatment.,No,No,No,No,No,No,No,No,No,Orion Corporation,12/12/2024,,,,,17/10/2003,,,,30,08/02/2018,06/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/stalevo
Human,Idelvion,EMEA/H/C/003955,Authorised,,N/0076,albutrepenonacog alfa,albutrepenonacog alfa,Hemophilia B,,No,B02BD04,,Antihemorrhagics,,Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency).,No,No,No,No,No,No,No,Yes,No,CSL Behring GmbH,17/12/2024,,,25/02/2016,,11/05/2016,,,,13,21/12/2017,19/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/idelvion
Human,Carbaglu,EMEA/H/C/000461,Authorised,,IAIN/0046/G,carglumic acid,carglumic acid,"Amino Acid Metabolism, Inborn Errors;Propionic Acidemia",,No,A16AA05,,Other alimentary tract and metabolism products,,Carbaglu is indicated in treatment of:  hyperammonaemia due to N-acetylglutamate-synthase primary deficiency; hyperammonaemia due to isovaleric acidaemia; hyperammonaemia due to methymalonic acidaemia; hyperammonaemia due to propionic acidaemia.,No,No,No,No,No,No,No,No,No,Tour Hekla,09/12/2024,,,,,24/01/2003,,,,20,04/07/2018,19/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/carbaglu
Human,Vanflyta,EMEA/H/C/005910,Authorised,,IB/0005,quizartinib,quizartinib dihydrochloride,"Leukemia, Myeloid",,No,L01EX11,,Antineoplastic agents;Protein kinase inhibitors,,"Vanflyta is indicated in combination with standard cytarabine and anthracycline induction and standard cytarabine consolidation chemotherapy, followed by Vanflyta single-agent maintenance therapy for adult patients with newly diagnosed acute myeloid leukaemia (AML) that is FLT3-ITD positive.",No,Yes,No,No,No,No,No,No,No,Daiichi Sankyo Europe GmbH,16/12/2024,,,14/09/2023,,06/11/2023,,,,3,15/09/2023,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/vanflyta
Human,Simulect,EMEA/H/C/000207,Authorised,,IAIN/0124/G,basiliximab,basiliximab,Graft Rejection;Kidney Transplantation,,No,L04AC02,,Immunosuppressants,,"Simulect is indicated for the prophylaxis of acute organ rejection in de-novo allogeneic renal transplantation in adult and paediatric patients (1-17 years). It is to be used concomitantly with ciclosporin for microemulsion- and corticosteroid-based immunosuppression, in patients with panel reactive antibodies less than 80%, or in a triple maintenance immunosuppressive regimen containing ciclosporin for microemulsion, corticosteroids and either azathioprine or mycophenolate mofetil.",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,16/12/2024,,,23/06/1998,,09/10/1998,,,,29,12/04/2018,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/simulect
Human,Travatan,EMEA/H/C/000390,Authorised,,IAIN/0072/G,travoprost,travoprost,"Glaucoma, Open-Angle;Ocular Hypertension",,No,S01EE04,,Ophthalmologicals,,Decrease of elevated intraocular pressure in adult patients with ocular hypertension or open-angle glaucoma (see section 5.1). Decrease of elevated intraocular pressure in paediatric patients aged 2 months to &lt; 18 years with ocular hypertension or paediatric glaucoma (see section 5.1).,No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,16/12/2024,,,,,27/11/2001,,,,31,03/08/2018,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/travatan
Human,Zyprexa Velotab,EMEA/H/C/000287,Authorised,,IAIN/0103/G,olanzapine,olanzapine,Schizophrenia;Bipolar Disorder,,No,N05AH03,,Psycholeptics,,"Adults Olanzapine is indicated for the treatment of schizophrenia. Olanzapine is effective in maintaining the clinical improvement during continuation therapy in patients who have shown an initial treatment response. Olanzapine is indicated for the treatment of moderate to severe manic episode. In patients whose manic episode has responded to olanzapine treatment, olanzapine is indicated for the prevention of recurrence in patients with bipolar disorder.",No,No,No,No,No,No,No,No,No,CHEPLAPHARM Registration GmbH,16/12/2024,,,21/10/1999,,03/02/2000,,,,34,23/02/2017,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/zyprexa-velotab
Human,Sevelamer carbonate Winthrop (previously Sevelamer carbonate Zentiva),EMEA/H/C/003971,Authorised,,T/0038,sevelamer carbonate,sevelamer carbonate,Hyperphosphatemia;Renal Dialysis,,No,V03AE02,,All other therapeutic products,,"Sevelamer carbonate Winthrop is indicated for the control of hyperphosphataemia in adult patients receiving haemodialysis or peritoneal dialysis. Sevelamer carbonate Winthrop is also indicated for the control of hyperphosphataemia in adult patients with chronic kidney disease not on dialysis with serum phosphorus &gt; 1.78 mmol/L. Sevelamer carbonate Winthrop should be used within the context of a multiple therapeutic approach, which could include calcium supplement, 1,25-dihydroxy Vitamin D3 or one of its analogues to control the development of renal bone disease.",No,No,No,No,No,No,No,No,No,Sanofi Winthrop Industrie,12/12/2024,,,20/11/2014,,15/01/2015,,,,23,25/07/2018,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/sevelamer-carbonate-winthrop
Human,Voncento,EMEA/H/C/002493,Authorised,,N/0066,human coagulation factor VIII / human von willebrand factor,human coagulation factor VIII;human von willebrand factor,Hemophilia A;von Willebrand Diseases,,No,B02BD06,,Blood coagulation factors;von Willebrand factor and coagulation factor VIII in combination;Antihemorrhagics,,"Von Willebrand disease (VWD) Prophylaxis and treatment of haemorrhage or surgical bleeding in patients with VWD, when desmopressin (DDAVP) treatment alone is ineffective or contraindicated. Haemophilia A (congenital factor-VIII deficiency) Prophylaxis and treatment of bleeding in patients with haemophilia A.",No,No,No,No,No,No,No,No,No,CSL Behring GmbH,17/12/2024,,,,,12/08/2013,,,,16,26/04/2018,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/voncento
Human,Afstyla,EMEA/H/C/004075,Authorised,,N/0057,lonoctocog alfa,lonoctocog alfa,Hemophilia A,,No,B02BD02,,Antihemorrhagics,,Treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). Afstyla can be used for all age groups.,No,No,No,No,No,No,No,No,No,CSL Behring GmbH,17/12/2024,,,10/11/2016,,04/01/2017,,,,11,22/02/2018,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/afstyla
Human,Firdapse (previously Zenas),EMEA/H/C/001032,Authorised,,S/0071,amifampridine,amifampridine,Lambert-Eaton Myasthenic Syndrome,,No,N07XX05,,Other nervous system drugs,,Symptomatic treatment of Lambert-Eaton myasthenic syndrome (LEMS) in adults.,No,Yes,No,No,No,Yes,No,No,No,SERB SA,22/07/2021,,,22/10/2009,,23/12/2009,,,,22,13/07/2018,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/firdapse
Human,Signifor,EMEA/H/C/002052,Authorised,,IAIN/0072/G,pasireotide,pasireotide,Acromegaly;Pituitary ACTH Hypersecretion,,No,H01CB05,,Pituitary and hypothalamic hormones and analogues,,Signifor is indicated for the treatment of adult patients with Cushing’s disease for whom surgery is not an option or for whom surgery has failed. Signifor is indicated for the treatment of adult patients with acromegaly for whom surgery is not an option or has not been curative and who are inadequately controlled on treatment with another somatostatin analogue.,No,No,No,No,No,No,No,No,No,Recordati Rare Diseases,16/12/2024,,,,,24/04/2012,,,,16,12/04/2018,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/signifor
Human,Wilzin,EMEA/H/C/000535,Authorised,,IAIN/0036/G,zinc,zinc,Hepatolenticular Degeneration,,No,A16AX05,,Other alimentary tract and metabolism products,,Treatment of Wilson's disease.,No,No,No,No,No,No,No,No,No,Recordati Rare Diseases,16/12/2024,,,,,12/10/2004,,,,12,14/02/2017,18/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/wilzin
Human,Vizimpro,EMEA/H/C/004779,Authorised,,IAIN/0012,dacomitinib,dacomitinib monohydrate,"Carcinoma, Non-Small-Cell Lung",,No,L01EB07,,Antineoplastic agents,,"Vizimpro, as monotherapy, is indicated for the first-line treatment of adult patients with locally advanced or metastatic non small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) activating mutations.",No,No,No,No,No,No,No,No,No,Pfizer Europe MA EEIG,11/12/2024,,,31/01/2019,,02/04/2019,,,,4,05/06/2019,17/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/vizimpro
Human,Naglazyme,EMEA/H/C/000640,Authorised,,IB/0097,galsulfase,galsulfase,Mucopolysaccharidosis VI,,No,A16AB,,Other alimentary tract and metabolism products,,"Naglazyme is indicated for long-term enzyme-replacement therapy in patients with a confirmed diagnosis of mucopolysaccharidosis VI (MPS VI; N-acetylgalactosamine-4-sulfatase deficiency; Maroteaux-Lamy syndrome) (see section 5.1). As for all lysosomal genetic disorders, it is of primary importance, especially in severe forms, to initiate treatment as early as possible, before appearance of non-reversible clinical manifestations of the disease. A key issue is to treat young patients aged &lt;5 years suffering from a severe form of the disease, even though patients &lt;5 years were not included in the pivotal phase-3 study.",No,No,No,No,No,No,No,No,No,BioMarin International Limited,12/12/2024,,,,,23/01/2006,,,,20,13/07/2018,16/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/naglazyme
Human,Vedrop,EMEA/H/C/000920,Authorised,,IAIN/0052/G,tocofersolan,tocofersolan,Cholestasis;Vitamin E Deficiency,,No,A11HA08,,Vitamins,,"Vedrop is indicated in vitamin-E deficiency due to digestive malabsorption in paediatric patients suffering from congenital chronic cholestasis or hereditary chronic cholestasis, from birth (in term newborns) to 16 or 18 years of age, depending on the region.",No,Yes,No,No,No,Yes,No,No,No,Recordati Rare Diseases,10/12/2024,,,,,23/07/2009,,,,14,24/07/2018,16/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/vedrop
Human,Rydapt,EMEA/H/C/004095,Authorised,,IAIN/0036/G,midostaurin,Midostaurin,"Leukemia, Myeloid, Acute;Mastocytosis",,No,L01XE,,Antineoplastic agents,,"Rydapt is indicated:  in combination with standard daunorubicin and cytarabine induction and high dose cytarabine consolidation chemotherapy, and for patients in complete response followed by Rydapt single agent maintenance therapy, for adult patients with newly diagnosed acute myeloid leukaemia (AML) who are FLT3 mutation positive (see section 4.2); as monotherapy for the treatment of adult patients with aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated haematological neoplasm (SM AHN), or mast cell leukaemia (MCL).",No,No,No,No,No,No,No,Yes,No,Novartis Europharm Ltd,11/12/2024,,,22/06/2017,,18/09/2017,,,,13,30/04/2018,12/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/rydapt
Human,Relistor,EMEA/H/C/000870,Authorised,,IB/0065/G,methylnaltrexone bromide,methylnaltrexone bromide,Opioid-Related Disorders;Constipation,,No,A06AH01,,Peripheral opioid receptor antagonists,,Treatment of opioid-induced constipation in advanced-illness patients who are receiving palliative care when response to usual laxative therapy has not been sufficient.,No,No,No,No,No,No,No,No,No,Bausch Health Ireland Limited,11/12/2024,,,24/04/2008,,01/07/2008,,,,20,09/01/2017,12/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/relistor
Human,Ledaga,EMEA/H/C/002826,Authorised,,N/0040,chlormethine,chlormethine,Mycosis Fungoides,,No,L01AA05,,Antineoplastic agents,,Ledaga is indicated for the topical treatment of mycosis fungoides-type cutaneous T-cell lymphoma (MF-type CTCL) in adult patients.,No,No,No,No,No,No,No,Yes,No,Helsinn Birex Pharmaceuticals Ltd.,11/12/2024,,,15/12/2016,,03/03/2017,,,,10,20/11/2017,12/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/ledaga
Human,Cystadane,EMEA/H/C/000678,Authorised,,IAIN/0042/G,betaine anhydrous,Betaine anhydrous,Homocystinuria,,No,A16AA06,,Other alimentary tract and metabolism products,,"Adjunctive treatment of homocystinuria, involving deficiencies or defects in:  cystathionine beta-synthase (CBS); 5,10-methylene-tetrahydrofolate reductase (MTHFR); cobalamin cofactor metabolism (cbl).  Cystadane should be used as supplement to other therapies such as vitamin B6 (pyridoxine), vitamin B12 (cobalamin), folate and a specific diet.",No,No,No,No,No,No,No,No,No,Recordati Rare Diseases,10/12/2024,,,,,14/02/2007,,,,15,24/07/2018,12/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/cystadane
Human,Isturisa,EMEA/H/C/004821,Authorised,,IAIN/0024/G,osilodrostat,Osilodrostat phosphate,Cushing Syndrome,,No,H02CA02,,Corticosteroids for systemic use,,Isturisa is indicated for the treatment of endogenous Cushing’s syndrome in adults.,No,No,No,No,No,No,No,Yes,No,Recordati Rare Diseases,18/11/2024,,,14/11/2019,,09/01/2020,,,,7,18/02/2020,12/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/isturisa
